IncidntNum,Category,Descript,DayOfWeek,Date,Time,PdDistrict,Resolution,Address,X,Y,Location,PdId
140671252,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,08/11/2014,19:00,SOUTHERN,NONE,HARRISON ST / SPEAR ST,-122.389432577161,37.7888379056123,"(37.7888379056123, -122.389432577161)",14067125206244
140672852,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,08/11/2014,19:00,SOUTHERN,NONE,FOLSOM ST / HAWTHORNE ST,-122.397816589532,37.7846680653938,"(37.7846680653938, -122.397816589532)",14067285206244
140671161,VEHICLE THEFT,STOLEN TRUCK,Monday,08/11/2014,19:00,INGLESIDE,NONE,RICHLAND AV / MURRAY ST,-122.420164211428,37.7357763298363,"(37.7357763298363, -122.420164211428)",14067116107025
140671882,NON-CRIMINAL,LOST PROPERTY,Monday,08/11/2014,19:00,NORTHERN,NONE,OFARRELL ST / POLK ST,-122.419549568783,37.7849590112628,"(37.7849590112628, -122.419549568783)",14067188271000
140717878,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Monday,08/11/2014,19:00,PARK,NONE,SCOTT ST / GOLDEN GATE AV,-122.436885160867,37.7789371744081,"(37.7789371744081, -122.436885160867)",14071787871010
140672987,NON-CRIMINAL,FOUND PROPERTY,Monday,08/11/2014,18:45,RICHMOND,NONE,CROSSOVER DR / LINCOLN WY,-122.477309120605,37.7654460716649,"(37.7654460716649, -122.477309120605)",14067298772000
140673935,ASSAULT,THREATS AGAINST LIFE,Monday,08/11/2014,18:35,CENTRAL,"ARREST, BOOKED",NORTHPOINT ST / KEARNY ST,-122.407278660793,37.8074190149002,"(37.8074190149002, -122.407278660793)",14067393519057
140671923,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,08/11/2014,18:30,INGLESIDE,NONE,500 Block of ANDOVER ST,-122.416733211034,37.7366741717169,"(37.7366741717169, -122.416733211034)",14067192307021
140671177,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,08/11/2014,18:30,TENDERLOIN,NONE,0 Block of 5THSTNORTH ST,-122.408648588965,37.7849124714135,"(37.7849124714135, -122.408648588965)",14067117706244
146160263,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,08/11/2014,18:30,NORTHERN,NONE,SACRAMENTO ST / BUCHANAN ST,-122.430738595599,37.7902509169954,"(37.7902509169954, -122.430738595599)",14616026306244
146159620,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,08/11/2014,18:20,TARAVAL,NONE,1100 Block of OCEAN AV,-122.455615861538,37.7238590120011,"(37.7238590120011, -122.455615861538)",14615962006244
140693278,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,08/11/2014,18:15,SOUTHERN,NONE,500 Block of 9TH ST,-122.407702149718,37.7706967930865,"(37.7706967930865, -122.407702149718)",14069327806243
146160990,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,08/11/2014,18:10,SOUTHERN,NONE,100 Block of BLUXOME ST,-122.399063980262,37.7750122063541,"(37.7750122063541, -122.399063980262)",14616099006372
146159937,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,08/11/2014,18:00,SOUTHERN,NONE,400 Block of BRANNAN ST,-122.395120927482,37.7795184892422,"(37.7795184892422, -122.395120927482)",14615993706244
140670602,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Monday,08/11/2014,18:00,INGLESIDE,NONE,100 Block of MARSTON AV,-122.447232347093,37.7275138468854,"(37.7275138468854, -122.447232347093)",14067060268020
140671826,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Monday,08/11/2014,18:00,RICHMOND,NONE,0 Block of SHORE VIEW AV,-122.497124513727,37.7805340674061,"(37.7805340674061, -122.497124513727)",14067182671010
140671826,LARCENY/THEFT,GRAND THEFT AUTO STRIP,Monday,08/11/2014,18:00,RICHMOND,NONE,0 Block of SHORE VIEW AV,-122.497124513727,37.7805340674061,"(37.7805340674061, -122.497124513727)",14067182606234
140693115,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Monday,08/11/2014,18:00,CENTRAL,NONE,2100 Block of TAYLOR ST,-122.414520235774,37.8021725258528,"(37.8021725258528, -122.414520235774)",14069311506303
140670981,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,08/11/2014,18:00,CENTRAL,NONE,PACIFIC AV / GRANT AV,-122.406831986427,37.7969028838908,"(37.7969028838908, -122.406831986427)",14067098106244
140671785,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,08/11/2014,18:00,TENDERLOIN,NONE,LEAVENWORTH ST / OFARRELL ST,-122.414619686906,37.785583058847,"(37.785583058847, -122.414619686906)",14067178506244
146268908,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Monday,08/11/2014,18:00,SOUTHERN,NONE,800 Block of HOWARD ST,-122.403890955445,37.7824014072132,"(37.7824014072132, -122.403890955445)",14626890806374
140670533,ASSAULT,BATTERY,Monday,08/11/2014,17:45,MISSION,"ARREST, CITED",2000 Block of MISSION ST,-122.419520367886,37.764228935718,"(37.764228935718, -122.419520367886)",14067053304134
140670583,NON-CRIMINAL,TURNED IN GUN,Monday,08/11/2014,17:45,TARAVAL,NONE,2300 Block of 24TH AV,-122.48118317163,37.7437268170337,"(37.7437268170337, -122.48118317163)",14067058373010
140670599,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Monday,08/11/2014,17:38,TENDERLOIN,NONE,200 Block of POWELL ST,-122.408064958219,37.7869021819676,"(37.7869021819676, -122.408064958219)",14067059906303
146164196,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,08/11/2014,17:35,SOUTHERN,NONE,9TH ST / HOWARD ST,-122.413163134276,37.7749926445385,"(37.7749926445385, -122.413163134276)",14616419606244
140673543,LARCENY/THEFT,PETTY THEFT FROM UNLOCKED AUTO,Monday,08/11/2014,17:30,INGLESIDE,NONE,0 Block of CAMELLIA AV,-122.431963020754,37.7295123465609,"(37.7295123465609, -122.431963020754)",14067354306222
140671503,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,08/11/2014,17:30,NORTHERN,NONE,MARINA BL / BUCHANAN ST,-122.433799454581,37.8050423291627,"(37.8050423291627, -122.433799454581)",14067150306242
146163013,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,08/11/2014,17:30,CENTRAL,NONE,KEARNY ST / BAY ST,-122.407149304657,37.806426731679,"(37.806426731679, -122.407149304657)",14616301306372
140670549,ASSAULT,BATTERY,Monday,08/11/2014,17:20,SOUTHERN,NONE,800 Block of MARKET ST,-122.406520987144,37.7850629421661,"(37.7850629421661, -122.406520987144)",14067054904134
140670549,ASSAULT,THREATS AGAINST LIFE,Monday,08/11/2014,17:20,SOUTHERN,NONE,800 Block of MARKET ST,-122.406520987144,37.7850629421661,"(37.7850629421661, -122.406520987144)",14067054919057
146184514,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,08/11/2014,17:20,SOUTHERN,NONE,400 Block of 8TH ST,-122.407418771058,37.7728073787465,"(37.7728073787465, -122.407418771058)",14618451406372
140670351,OTHER OFFENSES,TRAFFIC VIOLATION,Monday,08/11/2014,17:15,MISSION,"ARREST, CITED",SOUTH VAN NESS AV / CESAR CHAVEZ ST,-122.415863818297,37.7482130107284,"(37.7482130107284, -122.415863818297)",14067035165015
146173608,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Monday,08/11/2014,17:11,SOUTHERN,NONE,200 Block of FOLSOM ST,-122.392347671978,37.7890603555993,"(37.7890603555993, -122.392347671978)",14617360806374
140670408,ROBBERY,ROBBERY OF A CHAIN STORE WITH BODILY FORCE,Monday,08/11/2014,17:04,TARAVAL,NONE,200 Block of WINSTON DR,-122.477976682169,37.7269346350353,"(37.7269346350353, -122.477976682169)",14067040803044
140670414,VANDALISM,GRAFFITI ON GOVERNMENT VEHICLES OR PUBLIC TRANSPORTATION,Monday,08/11/2014,17:00,SOUTHERN,NONE,MISSION ST / SOUTH VAN NESS AV,-122.418618953339,37.7730525547653,"(37.7730525547653, -122.418618953339)",14067041428169
140671020,NON-CRIMINAL,CASE CLOSURE,Monday,08/11/2014,17:00,SOUTHERN,"ARREST, BOOKED",200 Block of MARKET ST,-122.397034190089,37.7928236509312,"(37.7928236509312, -122.397034190089)",14067102075030
140670464,ASSAULT,AGGRAVATED ASSAULT WITH A KNIFE,Monday,08/11/2014,17:00,MISSION,"ARREST, BOOKED",2000 Block of MARKET ST,-122.426955631709,37.769247063207,"(37.769247063207, -122.426955631709)",14067046404012
140670464,OTHER OFFENSES,PROBATION VIOLATION,Monday,08/11/2014,17:00,MISSION,"ARREST, BOOKED",2000 Block of MARKET ST,-122.426955631709,37.769247063207,"(37.769247063207, -122.426955631709)",14067046426170
140670464,ROBBERY,ROBBERY OF A CHAIN STORE WITH A KNIFE,Monday,08/11/2014,17:00,MISSION,"ARREST, BOOKED",2000 Block of MARKET ST,-122.426955631709,37.769247063207,"(37.769247063207, -122.426955631709)",14067046403042
140670442,OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS,Monday,08/11/2014,17:00,CENTRAL,"ARREST, BOOKED",1300 Block of BATTERY ST,-122.402005149655,37.803687099963,"(37.803687099963, -122.402005149655)",14067044227130
140670442,OTHER OFFENSES,CONSPIRACY,Monday,08/11/2014,17:00,CENTRAL,"ARREST, BOOKED",1300 Block of BATTERY ST,-122.402005149655,37.803687099963,"(37.803687099963, -122.402005149655)",14067044226080
140672062,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,08/11/2014,17:00,BAYVIEW,NONE,1400 Block of VANDYKE AV,-122.389588134185,37.7276265553903,"(37.7276265553903, -122.389588134185)",14067206207021
140671020,RUNAWAY,RUNAWAY,Monday,08/11/2014,17:00,SOUTHERN,"ARREST, BOOKED",200 Block of MARKET ST,-122.397034190089,37.7928236509312,"(37.7928236509312, -122.397034190089)",14067102029100
140671020,MISSING PERSON,MISSING JUVENILE,Monday,08/11/2014,17:00,SOUTHERN,"ARREST, BOOKED",200 Block of MARKET ST,-122.397034190089,37.7928236509312,"(37.7928236509312, -122.397034190089)",14067102074010
140671020,MISSING PERSON,FOUND PERSON,Monday,08/11/2014,17:00,SOUTHERN,"ARREST, BOOKED",200 Block of MARKET ST,-122.397034190089,37.7928236509312,"(37.7928236509312, -122.397034190089)",14067102075000
140769879,OTHER OFFENSES,HARASSING PHONE CALLS,Monday,08/11/2014,17:00,TENDERLOIN,NONE,200 Block of HYDE ST,-122.415858343095,37.7830505366842,"(37.7830505366842, -122.415858343095)",14076987928135
140670458,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,08/11/2014,17:00,NORTHERN,NONE,BUCHANAN ST / PINE ST,-122.43035733524,37.7883672816102,"(37.7883672816102, -122.43035733524)",14067045806244
140670276,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Monday,08/11/2014,16:55,INGLESIDE,"ARREST, BOOKED",4100 Block of MISSION ST,-122.429801668764,37.7303819548591,"(37.7303819548591, -122.429801668764)",14067027616650
140670276,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE FOR SALE,Monday,08/11/2014,16:55,INGLESIDE,"ARREST, BOOKED",4100 Block of MISSION ST,-122.429801668764,37.7303819548591,"(37.7303819548591, -122.429801668764)",14067027616662
140670232,OTHER OFFENSES,RECKLESS DRIVING,Monday,08/11/2014,16:52,BAYVIEW,"ARREST, CITED",1600 Block of QUESADA AV,-122.390398090335,37.7328102523246,"(37.7328102523246, -122.390398090335)",14067023265020
140670298,FORGERY/COUNTERFEITING,FORGERY & COUNTERFEITING (GENERAL),Monday,08/11/2014,16:49,NORTHERN,"ARREST, BOOKED",700 Block of VANNESS AV,-122.42092720429,37.7826516081589,"(37.7826516081589, -122.42092720429)",14067029809262
140670298,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Monday,08/11/2014,16:49,NORTHERN,"ARREST, BOOKED",700 Block of VANNESS AV,-122.42092720429,37.7826516081589,"(37.7826516081589, -122.42092720429)",14067029816650
140670298,OTHER OFFENSES,PROBATION VIOLATION,Monday,08/11/2014,16:49,NORTHERN,"ARREST, BOOKED",700 Block of VANNESS AV,-122.42092720429,37.7826516081589,"(37.7826516081589, -122.42092720429)",14067029826170
140670226,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Monday,08/11/2014,16:45,SOUTHERN,NONE,800 Block of BRYANT ST,-122.403404791479,37.775420706711,"(37.775420706711, -122.403404791479)",14067022615161
140670226,SECONDARY CODES,DOMESTIC VIOLENCE,Monday,08/11/2014,16:45,SOUTHERN,NONE,800 Block of BRYANT ST,-122.403404791479,37.775420706711,"(37.775420706711, -122.403404791479)",14067022615200
140670248,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Monday,08/11/2014,16:45,NORTHERN,"ARREST, CITED",VANNESS AV / ELLIS ST,-122.421011927709,37.7838226942199,"(37.7838226942199, -122.421011927709)",14067024865010
140670420,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Monday,08/11/2014,16:30,PARK,CLEARED-CONTACT JUVENILE FOR MORE INFO,600 Block of STANYAN ST,-122.453563238036,37.7696403896003,"(37.7696403896003, -122.453563238036)",14067042064085
140670420,LARCENY/THEFT,THEFT FROM MERCHANT OR LIBRARY,Monday,08/11/2014,16:30,PARK,CLEARED-CONTACT JUVENILE FOR MORE INFO,600 Block of STANYAN ST,-122.453563238036,37.7696403896003,"(37.7696403896003, -122.453563238036)",14067042006394
140673098,NON-CRIMINAL,LOST PROPERTY,Monday,08/11/2014,16:30,MISSION,NONE,19TH ST / DOLORES ST,-122.425920487436,37.7598279172229,"(37.7598279172229, -122.425920487436)",14067309871000
140670420,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Monday,08/11/2014,16:30,PARK,CLEARED-CONTACT JUVENILE FOR MORE INFO,600 Block of STANYAN ST,-122.453563238036,37.7696403896003,"(37.7696403896003, -122.453563238036)",14067042006361
146165003,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Monday,08/11/2014,16:30,CENTRAL,NONE,900 Block of NORTHPOINT ST,-122.422857719558,37.8054440413944,"(37.8054440413944, -122.422857719558)",14616500306224
140670179,NON-CRIMINAL,AIDED CASE,Monday,08/11/2014,16:25,SOUTHERN,NONE,10TH ST / MARKET ST,-122.417504703145,37.7765400380328,"(37.7765400380328, -122.417504703145)",14067017951040
140673208,NON-CRIMINAL,CASE CLOSURE,Monday,08/11/2014,16:00,INGLESIDE,LOCATED,100 Block of BANKS ST,-122.412704829011,37.740841244439,"(37.740841244439, -122.412704829011)",14067320875030
140670260,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,08/11/2014,16:00,NORTHERN,NONE,300 Block of GOUGH ST,-122.422766863019,37.7761916214672,"(37.7761916214672, -122.422766863019)",14067026006243
140670282,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Monday,08/11/2014,16:00,TENDERLOIN,"ARREST, CITED",0 Block of OFARRELL ST,-122.405895369887,37.7867342184983,"(37.7867342184983, -122.405895369887)",14067028206363
146159727,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Monday,08/11/2014,16:00,INGLESIDE,NONE,600 Block of LISBON ST,-122.436497806803,37.7180700264617,"(37.7180700264617, -122.436497806803)",14615972706224
146162532,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Monday,08/11/2014,16:00,PARK,NONE,1400 Block of SCOTT ST,-122.437674432179,37.7832091367301,"(37.7832091367301, -122.437674432179)",14616253206374
140693187,TRESPASS,TRESPASSING,Monday,08/11/2014,16:00,SOUTHERN,NONE,800 Block of BRYANT ST,-122.403404791479,37.775420706711,"(37.775420706711, -122.403404791479)",14069318727195
140673208,MISSING PERSON,MISSING ADULT,Monday,08/11/2014,16:00,INGLESIDE,LOCATED,100 Block of BANKS ST,-122.412704829011,37.740841244439,"(37.740841244439, -122.412704829011)",14067320874000
140673208,MISSING PERSON,FOUND PERSON,Monday,08/11/2014,16:00,INGLESIDE,LOCATED,100 Block of BANKS ST,-122.412704829011,37.740841244439,"(37.740841244439, -122.412704829011)",14067320875000
146162742,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,08/11/2014,16:00,PARK,NONE,15TH ST / BEAVER ST,-122.437066645034,37.7658588164314,"(37.7658588164314, -122.437066645034)",14616274206244
146160279,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,08/11/2014,16:00,NORTHERN,NONE,OCTAVIA ST / OAK ST,-122.424246473471,37.7748122523721,"(37.7748122523721, -122.424246473471)",14616027906244
140670486,NON-CRIMINAL,FOUND PROPERTY,Monday,08/11/2014,15:49,PARK,NONE,900 Block of LAGUNAHONDA BL,-122.455654788445,37.7431952754617,"(37.7431952754617, -122.455654788445)",14067048672000
140674513,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Monday,08/11/2014,15:45,MISSION,NONE,1000 Block of POTRERO AV,-122.406539115148,37.7564864109309,"(37.7564864109309, -122.406539115148)",14067451364085
146160796,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,08/11/2014,15:30,NORTHERN,NONE,IVY ST / VANNESS AV,-122.419789209939,37.777760944471,"(37.777760944471, -122.419789209939)",14616079606244
140669990,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Monday,08/11/2014,15:30,TENDERLOIN,"ARREST, CITED",EDDY ST / JONES ST,-122.412597377187,37.7839320277273,"(37.7839320277273, -122.412597377187)",14066999065010
140670000,WEAPON LAWS,POSS OF LOADED FIREARM,Monday,08/11/2014,15:23,BAYVIEW,"ARREST, BOOKED",NEWCOMB AV / LANE ST,-122.387911252085,37.7341714275463,"(37.7341714275463, -122.387911252085)",14067000012100
140670000,OTHER OFFENSES,RESISTING ARREST,Monday,08/11/2014,15:23,BAYVIEW,"ARREST, BOOKED",NEWCOMB AV / LANE ST,-122.387911252085,37.7341714275463,"(37.7341714275463, -122.387911252085)",14067000027170
140686869,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Monday,08/11/2014,15:15,NORTHERN,NONE,2000 Block of CHESTNUT ST,-122.437583609115,37.8005920040881,"(37.8005920040881, -122.437583609115)",14068686906302
140692480,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Monday,08/11/2014,15:13,MISSION,NONE,1700 Block of 15TH ST,-122.422667886722,37.7665569549171,"(37.7665569549171, -122.422667886722)",14069248006301
141077726,VEHICLE THEFT,STOLEN TRUCK,Monday,08/11/2014,15:07,TENDERLOIN,NONE,300 Block of MASON ST,-122.409797430148,37.7864220856559,"(37.7864220856559, -122.409797430148)",14107772607025
140672783,OTHER OFFENSES,FALSE PERSONATION,Monday,08/11/2014,15:00,NORTHERN,NONE,2400 Block of BROADWAY ST,-122.437414698949,37.7940059827042,"(37.7940059827042, -122.437414698949)",14067278309027
140675345,NON-CRIMINAL,LOST PROPERTY,Monday,08/11/2014,15:00,SOUTHERN,NONE,0 Block of THE EMBARCADERONORTH ST,-122.388379873919,37.7833104067015,"(37.7833104067015, -122.388379873919)",14067534571000
140673468,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,08/11/2014,15:00,MISSION,NONE,4500 Block of 19TH ST,-122.439653538683,37.7590574548561,"(37.7590574548561, -122.439653538683)",14067346807021
140670210,ASSAULT,ASSAULT WITH CAUSTIC CHEMICALS,Monday,08/11/2014,15:00,TENDERLOIN,NONE,ELLIS ST / JONES ST,-122.412784096502,37.7848656939526,"(37.7848656939526, -122.412784096502)",14067021004033
140672012,LARCENY/THEFT,GRAND THEFT BICYCLE,Monday,08/11/2014,15:00,PARK,NONE,IRVING ST / 2ND AV,-122.458816601708,37.7643648855485,"(37.7643648855485, -122.458816601708)",14067201206314
146162554,NON-CRIMINAL,LOST PROPERTY,Monday,08/11/2014,15:00,PARK,NONE,KEZAR DR / JOHNFKENNEDY DR,-122.455290394663,37.7709281906269,"(37.7709281906269, -122.455290394663)",14616255471000
140669887,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Monday,08/11/2014,14:51,PARK,"ARREST, BOOKED",1400 Block of HAIGHT ST,-122.446165617978,37.7701611813393,"(37.7701611813393, -122.446165617978)",14066988764085
140669887,WARRANTS,WARRANT ARREST,Monday,08/11/2014,14:51,PARK,"ARREST, BOOKED",1400 Block of HAIGHT ST,-122.446165617978,37.7701611813393,"(37.7701611813393, -122.446165617978)",14066988763010
140669887,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,08/11/2014,14:51,PARK,"ARREST, BOOKED",1400 Block of HAIGHT ST,-122.446165617978,37.7701611813393,"(37.7701611813393, -122.446165617978)",14066988706241
140669887,OTHER OFFENSES,RESISTING ARREST,Monday,08/11/2014,14:51,PARK,"ARREST, BOOKED",1400 Block of HAIGHT ST,-122.446165617978,37.7701611813393,"(37.7701611813393, -122.446165617978)",14066988727170
140669780,NON-CRIMINAL,AIDED CASE -PROPERTY FOR DESTRUCTION,Monday,08/11/2014,14:45,TARAVAL,NONE,2300 Block of 24TH AV,-122.48118317163,37.7437268170337,"(37.7437268170337, -122.48118317163)",14066978051041
140669912,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE FOR SALE,Monday,08/11/2014,14:40,TENDERLOIN,"ARREST, BOOKED",400 Block of EDDY ST,-122.415088721046,37.7836719564372,"(37.7836719564372, -122.415088721046)",14066991216652
140669912,WARRANTS,ENROUTE TO PAROLE OFFICER,Monday,08/11/2014,14:40,TENDERLOIN,"ARREST, BOOKED",400 Block of EDDY ST,-122.415088721046,37.7836719564372,"(37.7836719564372, -122.415088721046)",14066991262030
140669912,WARRANTS,WARRANT ARREST,Monday,08/11/2014,14:40,TENDERLOIN,"ARREST, BOOKED",400 Block of EDDY ST,-122.415088721046,37.7836719564372,"(37.7836719564372, -122.415088721046)",14066991263010
140669893,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Monday,08/11/2014,14:40,INGLESIDE,"ARREST, BOOKED",0 Block of LELAND AV,-122.405202907793,37.7118274140818,"(37.7118274140818, -122.405202907793)",14066989362050
140669956,ASSAULT,BATTERY,Monday,08/11/2014,14:30,MISSION,"ARREST, CITED",2300 Block of 16TH ST,-122.409529913278,37.7657184395282,"(37.7657184395282, -122.409529913278)",14066995604134
140669843,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Monday,08/11/2014,14:11,NORTHERN,"ARREST, CITED",400 Block of HAIGHT ST,-122.429622714719,37.7721558284987,"(37.7721558284987, -122.429622714719)",14066984306362
140669718,NON-CRIMINAL,AIDED CASE -PROPERTY FOR DESTRUCTION,Monday,08/11/2014,14:10,TARAVAL,NONE,1600 Block of 15TH AV,-122.472444880507,37.7568847158955,"(37.7568847158955, -122.472444880507)",14066971851041
140669683,OTHER OFFENSES,TRAFFIC VIOLATION,Monday,08/11/2014,14:08,INGLESIDE,"ARREST, CITED",PERSIA AV / MADRID ST,-122.432804728335,37.7216179113708,"(37.7216179113708, -122.432804728335)",14066968365015
140669768,ASSAULT,INFLICT INJURY ON COHABITEE,Monday,08/11/2014,14:05,MISSION,"ARREST, BOOKED",2400 Block of 16TH ST,-122.410985492978,37.7656309355999,"(37.7656309355999, -122.410985492978)",14066976815040
140670129,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Monday,08/11/2014,14:00,TENDERLOIN,JUVENILE CITED,0 Block of POWELL ST,-122.407845374111,37.7850943210103,"(37.7850943210103, -122.407845374111)",14067012906363
140671569,MISSING PERSON,MISSING ADULT,Monday,08/11/2014,14:00,PARK,LOCATED,700 Block of BAKER ST,-122.441705386451,37.7778540141174,"(37.7778540141174, -122.441705386451)",14067156974000
140671569,MISSING PERSON,FOUND PERSON,Monday,08/11/2014,14:00,PARK,LOCATED,700 Block of BAKER ST,-122.441705386451,37.7778540141174,"(37.7778540141174, -122.441705386451)",14067156975000
140671616,MISSING PERSON,MISSING JUVENILE,Monday,08/11/2014,14:00,BAYVIEW,LOCATED,1400 Block of PHELPS ST,-122.394438859914,37.7364438996732,"(37.7364438996732, -122.394438859914)",14067161674010
140671616,MISSING PERSON,FOUND PERSON,Monday,08/11/2014,14:00,BAYVIEW,LOCATED,1400 Block of PHELPS ST,-122.394438859914,37.7364438996732,"(37.7364438996732, -122.394438859914)",14067161675000
140689675,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,08/11/2014,14:00,INGLESIDE,NONE,FRANCONIA ST / POWHATTAN AV,-122.408392713476,37.7412581621895,"(37.7412581621895, -122.408392713476)",14068967507021
146159539,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Monday,08/11/2014,14:00,NORTHERN,NONE,1700 Block of FILLMORE ST,-122.433247635272,37.7856184786671,"(37.7856184786671, -122.433247635272)",14615953906224
146161879,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,08/11/2014,14:00,SOUTHERN,NONE,MISSION ST / 5TH ST,-122.406481972743,37.7827317884887,"(37.7827317884887, -122.406481972743)",14616187906244
140669940,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Monday,08/11/2014,13:50,MISSION,"ARREST, BOOKED",1000 Block of POTRERO AV,-122.406539115148,37.7564864109309,"(37.7564864109309, -122.406539115148)",14066994006374
140669871,NON-CRIMINAL,LOST PROPERTY,Monday,08/11/2014,13:45,NORTHERN,NONE,GEARY BL / WEBSTER ST,-122.431206932079,37.7845681170336,"(37.7845681170336, -122.431206932079)",14066987171000
146159868,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,08/11/2014,13:35,SOUTHERN,NONE,HARRISON ST / HAWTHORNE ST,-122.396265814237,37.7834404321177,"(37.7834404321177, -122.396265814237)",14615986806244
140669746,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,08/11/2014,13:30,MISSION,NONE,3100 Block of 25TH ST,-122.412580809695,37.7510387026502,"(37.7510387026502, -122.412580809695)",14066974606372
146160019,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,08/11/2014,13:30,SOUTHERN,NONE,0 Block of BRYANT ST,-122.388333561781,37.7870493450273,"(37.7870493450273, -122.388333561781)",14616001906244
140669423,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Monday,08/11/2014,13:00,CENTRAL,"ARREST, CITED",BEACH ST / MASON ST,-122.413979577586,37.8074807657832,"(37.8074807657832, -122.413979577586)",14066942365010
140670696,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,08/11/2014,13:00,TENDERLOIN,NONE,TURK ST / HYDE ST,-122.415694922134,37.7825851968467,"(37.7825851968467, -122.415694922134)",14067069606371
140670044,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,08/11/2014,12:55,CENTRAL,NONE,100 Block of KEARNY ST,-122.40363527458,37.7891367799941,"(37.7891367799941, -122.40363527458)",14067004406373
140670254,ROBBERY,ROBBERY OF A CHAIN STORE WITH BODILY FORCE,Monday,08/11/2014,12:45,CENTRAL,NONE,300 Block of BAY ST,-122.412803753,37.8057739875696,"(37.8057739875696, -122.412803753)",14067025403044
140669473,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Monday,08/11/2014,12:34,MISSION,"ARREST, CITED",2000 Block of MARKET ST,-122.426955631709,37.769247063207,"(37.769247063207, -122.426955631709)",14066947316710
140669473,OTHER OFFENSES,VIOLATION OF MUNICIPAL POLICE CODE,Monday,08/11/2014,12:34,MISSION,"ARREST, CITED",2000 Block of MARKET ST,-122.426955631709,37.769247063207,"(37.769247063207, -122.426955631709)",14066947330190
